15559,0.635191,6.70691
18009,0.351264,3.57363
78,0.867382,22.5552
1243,0.834473,22.7829
1581,0.650747,12.122
1601,0.819072,17.7453
1991,0.578552,9.78299
8706,0.920198,31.009
470,0.924067,17.4415
6038,0.933068,20.6139
7791,0.912952,12.7759
8008,0.910678,12.5842
19242,0.90366,11.4856
44077,0.717647,3.58822
188455,0.353645,0.747331
278927,0.437101,0.982127
875,0.735225,12.081
40,0.58581,1.45965
52,0.533979,1.19914
519,0.713564,2.82692
1024,0.776304,4.16028
1934,0.531276,1.18843
2245,0.552803,1.27788
3406,0.776154,4.11094
3670,0.550358,1.26673
4422,0.696488,2.60001
4891,0.536384,1.20948
5036,0.562417,1.32196
7371,0.530215,1.1682
9813,0.785191,4.28945
10243,0.501422,1.08037
11322,0.350802,0.617164
21523,0.505953,1.07959
23086,0.465395,0.940725
24916,0.43269,0.842215
25223,0.566153,1.34158
26370,0.415123,0.800636
26827,0.383801,0.701903
28115,0.504497,1.07849
28999,0.711378,2.79499
49956,0.501907,1.07168
59911,0.453447,0.900643
63108,0.776608,4.17717
73416,0.760619,3.70256
76377,0.375633,0.678065
91215,0.390558,0.721397
129878,0.352699,0.622062
142407,0.775012,4.08903
153227,0.69579,2.59871
197344,0.710276,2.79188
318616,0.425686,0.815049
651129,0.719441,3.20453
11274,0.87911,27.2335
14263,0.695442,9.43892
794,0.765374,3.54069
5502,0.759942,3.47158
10553,0.835058,5.84757
17795,0.83052,5.63295
17894,0.743117,3.17281
27667,0.807057,4.67994
29003,0.803881,4.65683
205329,0.802249,4.70958
21160,0.864503,17.9587
30908,0.392265,5.75847
617,0.882931,17.1328
3067,0.484865,3.3982
17907,0.0186798,0.356745
773,0.899583,28.5052
10599,0.557554,10.2748
23245,0.174004,2.97781
1709,0.719442,3.46399
8227,0.522434,2.0329
2429,0.298723,5.40839
4444,0.75877,8.82252
20200,0.78205,11.4769
11287,0.912073,21.8501
1161,0.564787,1.66171
18473,0.752915,4.90522
20075,0.613169,2.33253
20563,0.660284,2.4697
20744,0.74834,4.58447
21063,0.514948,1.4083
21118,0.518651,1.38634
21892,0.788532,4.50318
29972,0.733538,3.93498
64100,0.389634,0.801217
93729,0.579426,1.89416
106714,0.662009,2.66386
21784,0.260076,2.61406
255862,0.0291444,0.292999
16476,0.194811,1.51058
66473,0.11194,0.979299
367,0.731493,8.10704
21250,0.720241,8.37216
1643,0.425244,3.97365
60288,0.0224817,0.208224
3226,0.32382,3.44331
23958,0.0358531,0.372794
124,0.748261,17.5174
7673,0.226927,3.15737
